StudentID,FirstName,LastName,DateOfBirth,EnrollmentDate,Major
474,Shannon,Davis,1994-08-07,2024-03-23,Mathematics
475,Cassandra,Garcia,1999-06-28,2024-03-17,Mathematics
476,Michael,Bradshaw,1997-03-23,2016-07-11,Computer Science
477,Jacob,Buckley,1998-03-02,2021-02-25,Mathematics
478,Jeremy,Acosta,2005-07-24,2024-07-03,History
479,Robert,Reynolds,1997-11-09,2016-02-14,Science
480,Lisa,Howard,1994-11-21,2020-09-16,Engineering
481,Matthew,Santiago,1994-06-30,2016-11-21,Art
482,Shawn,Walker,1995-03-24,2021-08-05,Art
483,Amanda,Anderson,2002-02-17,2014-12-19,Mathematics
484,Jacqueline,Ryan,1999-01-18,2020-05-14,Science
485,Elizabeth,Hughes,1997-02-10,2020-12-18,Art
486,Jose,Mercado,2001-11-24,2015-11-18,History
487,Megan,Simon,2004-02-20,2018-01-31,History
488,Linda,Cruz,2003-05-17,2016-07-12,Mathematics
489,Mark,Rose,2005-11-05,2022-04-09,Art
490,Rachel,Davis,2003-09-11,2022-01-28,Mathematics
491,Richard,Gray,1994-01-12,2016-10-19,Art
492,Lorraine,Wade,2004-10-24,2024-06-19,Engineering
493,Bridget,Hamilton,2000-04-10,2018-12-21,Engineering
494,Mary,Lee,2002-07-29,2017-10-03,Mathematics
495,Jeffrey,Ochoa,1997-07-03,2022-11-24,Science
496,Rachel,Smith,1996-03-04,2014-11-12,History
497,Morgan,Shea,1994-01-23,2015-08-19,Engineering
498,Tara,Barber,1998-02-01,2020-08-14,Art
499,Michael,Parker,2003-12-19,2024-03-06,Computer Science
500,Allison,Hunter,2000-05-01,2021-12-09,History
501,Mitchell,Tyler,2006-03-08,2016-11-08,Mathematics
502,Robert,Brown,2004-10-10,2023-02-02,Mathematics
503,Christina,Mccoy,2006-07-14,2023-11-23,Engineering
504,Richard,Baker,1995-02-26,2021-03-20,Art
505,Sabrina,Lester,2003-09-02,2019-01-09,Computer Science
506,Jorge,Contreras,2004-03-07,2020-10-06,Art
507,David,Lamb,1998-12-08,2024-06-07,Mathematics
508,Amber,Valdez,1996-07-24,2017-09-15,Computer Science
509,Carol,Holland,2006-06-15,2020-05-04,Science
510,Andrea,Davis,2000-05-12,2019-12-14,Engineering
511,Eric,Perez,2002-06-23,2016-04-02,Engineering
512,Stephen,Whitaker,1994-04-27,2023-12-02,Science
513,Virginia,Alexander,1998-04-06,2014-11-11,Engineering
514,Deborah,Smith,2002-05-15,2022-04-11,Engineering
515,Emily,Bush,1999-10-12,2016-10-13,Engineering
516,Shannon,Cook,1994-02-04,2022-06-01,History
517,Gregory,Pugh,2003-01-03,2021-11-03,Mathematics
518,Andrew,Hammond,1996-05-11,2015-09-23,Mathematics
519,Tony,Fleming,2004-05-27,2014-09-22,Computer Science
520,Stephanie,Kennedy,2001-09-04,2021-02-26,Mathematics
521,George,Moore,1999-12-15,2017-01-25,History
522,Laura,Estrada,1997-02-20,2022-11-10,Engineering
523,Victoria,Carroll,2005-03-29,2023-03-24,History
524,David,Gonzalez,1995-02-04,2020-11-26,Art
525,Meagan,Williams,2001-10-28,2018-05-19,Art
526,John,Williams,2001-05-29,2017-08-21,Mathematics
527,Regina,Pugh,2001-09-01,2019-12-01,History
528,Andrea,Mendoza,2006-06-26,2022-08-08,Art
529,Daniel,Williams,1996-07-12,2019-06-16,Science
530,Jessica,Campbell,1997-10-07,2020-02-03,Engineering
531,Michael,Morris,1995-12-24,2018-02-03,Mathematics
532,Parker,Diaz,2006-04-02,2021-06-08,Art
533,Sarah,Kelly,1997-12-30,2017-04-12,Science
534,Alicia,Smith,1998-07-28,2019-10-05,Engineering
535,Lori,Chan,2003-06-02,2016-06-11,Computer Science
536,Matthew,Jackson,1996-04-28,2017-06-15,Science
537,Jane,Hall,2000-06-08,2023-12-16,History
538,Jamie,Ryan,1996-01-22,2014-12-15,Art
539,Shannon,Macdonald,1999-11-02,2021-03-14,Engineering
540,Rebecca,Myers,2006-08-01,2018-01-29,Computer Science
541,Steven,Griffin,2004-10-04,2021-11-25,Engineering
542,Thomas,Castro,2001-01-14,2016-08-14,Engineering
543,Anthony,Bennett,2005-03-04,2014-11-22,Engineering
544,Walter,Yu,1996-03-10,2019-08-10,Science
545,Rhonda,Roberson,1996-08-16,2018-07-01,Art
546,Penny,Garcia,2000-11-25,2020-08-12,Mathematics
547,Jill,Reynolds,1994-08-02,2021-06-27,Art
548,Jessica,Taylor,1996-04-22,2022-07-14,Computer Science
549,Brian,Vasquez,1996-10-28,2023-04-14,Art
550,Timothy,Sanchez,1993-10-03,2017-05-25,Engineering
551,Gary,Davis,2006-08-22,2016-05-09,Mathematics
552,Sherry,Ingram,2003-12-20,2017-02-03,Engineering
553,Alexander,Zimmerman,2002-07-12,2021-10-31,History
554,Keith,Wilson,1998-03-17,2017-03-11,History
555,Brittany,Parker,1998-04-13,2015-09-15,History
556,Deanna,Richards,2002-12-22,2023-04-19,Computer Science
557,Michael,Braun,1997-09-18,2021-03-22,Science
558,Steven,Spence,1995-09-24,2023-07-14,Art
559,Maria,Howard,1994-07-25,2022-06-14,Computer Science
560,Sheila,Hopkins,2005-02-25,2017-03-30,Computer Science
561,Alexander,Wilson,2000-12-22,2016-05-27,History
562,Christy,Burgess,1999-03-01,2021-09-26,Mathematics
563,Tina,Gonzalez,1996-11-18,2021-06-12,Computer Science
564,David,Woods,2002-04-23,2020-11-27,History
565,Eric,Craig,2004-03-04,2020-07-23,Mathematics
566,Peter,Mckinney,1996-12-06,2018-06-21,Science
567,Joanna,Moore,1997-12-19,2019-08-15,Science
568,Melissa,Davis,1998-10-15,2021-10-11,Mathematics
569,Curtis,Miller,2003-05-12,2014-09-03,History
570,Curtis,Anderson,2000-02-11,2019-09-06,Engineering
571,Ronald,Medina,2003-11-10,2021-06-15,Science
572,Maria,Case,2003-12-01,2017-05-12,Mathematics
573,Brenda,Doyle,2005-07-24,2019-05-19,Computer Science
574,Roger,Burton,2000-08-17,2018-10-28,Art
575,Heather,Howard,1994-07-15,2017-07-10,Computer Science
576,Sarah,Reeves,1996-02-14,2019-04-28,Science
577,Casey,Flores,2004-10-07,2016-02-15,Science
578,Nicole,Hansen,1994-01-30,2023-08-05,Mathematics
579,David,Thomas,1999-12-23,2014-10-08,Science
580,Jean,Colon,1996-04-20,2024-02-08,Computer Science
581,Cody,York,2003-07-12,2023-11-25,Art
582,Jessica,Olson,2003-03-14,2016-12-23,Science
583,Audrey,Ortiz,2005-06-10,2016-01-01,Science
584,Tammy,Anderson,2003-06-07,2018-08-12,Art
585,Patricia,Gray,2003-10-29,2022-08-26,Science
586,Emily,Ramirez,2002-07-12,2018-11-16,History
587,Stephen,Newton,1996-12-20,2016-02-23,Art
588,Patrick,Richardson,1995-10-03,2017-09-05,History
589,Yesenia,Walker,2005-03-01,2015-08-05,Mathematics
590,Sheri,Graves,1998-05-01,2024-04-10,Mathematics
591,Dennis,Gibson,2000-03-23,2016-01-02,Science
592,Patrick,Newton,2001-05-16,2015-02-21,History
593,David,Cunningham,1997-11-12,2022-03-20,Computer Science
594,Laura,Heath,1998-02-12,2023-03-04,History
595,Susan,Campbell,1996-07-04,2022-03-22,History
596,Kimberly,Drake,2006-06-29,2015-10-10,History
597,Eric,Dalton,1998-12-01,2017-12-16,History
598,Ryan,Ayala,2000-02-27,2015-10-10,Engineering
599,Krista,Mejia,2004-05-17,2023-09-19,Science
600,Hannah,Thompson,2006-04-18,2020-12-18,Mathematics
601,Gerald,Swanson,1998-01-26,2021-05-07,Mathematics
602,Jennifer,Morgan,1999-09-27,2024-04-11,Computer Science
603,Misty,Robinson,1996-01-07,2017-11-14,Science
604,Amanda,Davis,1998-01-08,2014-10-01,Computer Science
605,Robert,Pham,2006-01-25,2024-04-13,Mathematics
606,Jerry,Rodgers,1998-02-01,2023-04-28,Science
607,Elizabeth,Woodard,2004-04-26,2019-12-05,Science
608,Laura,Flores,2003-06-03,2020-05-20,Engineering
609,Thomas,Boyle,1996-04-22,2016-09-07,Mathematics
610,Katrina,Coleman,1999-09-20,2021-11-30,Engineering
611,Sarah,Johnson,2004-04-06,2023-06-03,Computer Science
612,Stephanie,Hobbs,1997-09-23,2023-12-15,History
613,Virginia,Lee,1994-10-09,2017-04-12,Engineering
614,Sheila,Robinson,1994-11-28,2016-12-12,Art
615,Sandra,Watson,1995-11-04,2015-06-05,Science
616,Anna,Walker,2002-06-22,2021-10-04,Engineering
617,Kyle,Miller,1996-09-13,2023-03-17,Science
618,Angela,Simpson,2003-07-13,2018-02-28,Art
619,Donald,Gutierrez,2004-08-09,2018-09-02,Science
620,Christopher,Moore,1998-07-25,2020-02-21,History
621,Christopher,Hernandez,2003-07-26,2017-06-02,Mathematics
622,Natalie,Calhoun,1998-12-04,2019-01-18,Engineering
623,Levi,Johnson,1998-08-20,2018-03-17,Engineering
624,Kelly,Sanchez,1998-10-24,2015-06-06,Computer Science
625,Tina,Hernandez,2001-04-07,2015-06-21,Art
626,Katrina,Bowman,1996-08-07,2020-11-02,Mathematics
627,Timothy,Stanley,1997-04-04,2020-07-25,Science
628,Michael,Pierce,2006-07-05,2022-01-22,Science
629,Rachael,Arnold,1998-08-02,2015-11-02,Art
630,Laura,Boyd,1998-02-09,2016-05-07,Computer Science
631,Christina,Vang,1994-02-07,2018-01-09,Art
632,Raven,Payne,2000-01-25,2021-10-20,Mathematics
633,Michael,Yoder,2002-12-01,2021-09-04,Mathematics
634,Olivia,Perkins,1999-06-23,2019-03-28,Mathematics
635,Michael,Martin,1995-07-04,2022-03-15,Art
636,John,Moreno,2005-12-06,2019-07-01,History
637,Danielle,Villarreal,2002-05-21,2020-08-31,Engineering
638,Evan,Jackson,2004-01-30,2019-01-23,Art
639,Cheryl,Newton,1994-10-03,2023-09-25,Computer Science
640,Joseph,Lewis,2005-03-17,2016-06-16,Art
641,Suzanne,Wallace,1996-09-16,2021-08-31,Science
642,Matthew,Shaw,1999-04-18,2016-08-25,Art
643,Jonathan,Daniels,2005-09-29,2021-11-08,Engineering
644,Richard,Brewer,1994-05-05,2019-10-05,History
645,Maureen,Wright,2006-02-27,2024-07-21,Mathematics
646,Robert,Parker,2006-03-16,2018-09-17,Computer Science
647,Kevin,Wilson,2002-08-31,2018-04-24,Computer Science
648,Justin,Graves,1994-05-01,2015-07-07,Engineering
649,Elizabeth,Marshall,2006-04-25,2017-02-01,History
650,Laura,Brooks,2006-03-14,2017-08-07,Art
651,Rebekah,Franklin,2001-11-25,2024-05-11,History
652,Joseph,Coleman,1994-10-02,2014-11-21,Engineering
653,Jacob,Howard,2001-11-18,2022-12-02,Computer Science
654,Suzanne,Casey,1994-11-09,2020-06-28,Mathematics
655,Yolanda,Huff,1996-07-27,2018-04-04,Engineering
656,Lisa,Wright,2005-09-18,2016-06-04,Computer Science
657,Katrina,Allen,1996-08-06,2021-11-01,Engineering
658,Oscar,Barnett,1999-02-05,2024-07-24,Computer Science
659,Donna,Morgan,1995-12-24,2016-11-15,Mathematics
660,Manuel,Moreno,2004-11-08,2018-11-11,Computer Science
661,Timothy,Blair,1999-03-05,2023-05-10,History
662,Barbara,Roth,1998-10-03,2019-08-16,Science
663,Jennifer,Morgan,1995-04-16,2024-05-02,Art
664,Marvin,Lara,2006-02-01,2020-12-17,Science
665,Lauren,Reese,2004-10-14,2017-03-14,Art
666,Lori,Davies,1996-05-29,2024-03-10,History
667,Kyle,Gallagher,1994-06-11,2022-02-05,Mathematics
668,Brandon,Alexander,1994-12-19,2018-08-02,Computer Science
669,Madeline,Thompson,1994-07-10,2018-09-08,Engineering
670,Jacqueline,Baxter,2004-11-09,2016-05-14,History
671,Jerry,Berry,2004-09-01,2024-08-17,Computer Science
672,Jenna,Hendricks,1999-07-30,2022-01-18,Science
673,Jerry,Gonzalez,2000-09-11,2022-10-07,History
674,Stephanie,Alexander,2002-06-16,2018-07-09,Engineering
675,Jennifer,Bullock,1993-09-06,2019-07-01,History
676,Samantha,Wright,2004-10-18,2020-07-27,Engineering
677,Heather,Patel,2005-09-24,2022-10-31,History
678,Jamie,Mcdonald,2002-08-02,2023-11-14,Computer Science
679,Susan,Mendez,2004-07-05,2021-11-15,History
680,Nicole,Preston,2003-01-09,2019-11-26,Science
681,Rebecca,Frank,2002-10-21,2019-01-07,Mathematics
682,Amber,Lynn,2005-06-08,2021-10-23,Science
683,Randy,Hill,1993-09-24,2022-02-05,Mathematics
684,Cheryl,Bell,1995-06-17,2017-09-12,Science
685,Laura,Holland,2001-02-27,2022-05-18,History
686,Chris,Torres,2003-01-27,2023-03-20,Mathematics
687,Robert,Stone,1999-03-27,2017-07-21,Computer Science
688,Tammie,Hancock,2002-07-20,2016-04-22,History
689,Jacob,Price,1996-06-11,2022-12-26,History
690,Sheri,Vasquez,1995-03-12,2018-11-13,Mathematics
691,George,Reed,1997-05-14,2024-08-03,Art
692,James,Jones,1994-08-22,2022-06-01,Engineering
693,Kayla,Thompson,2006-04-08,2019-12-03,Mathematics
694,James,Jackson,2000-02-13,2017-08-22,History
695,Amanda,Davis,1994-01-31,2018-02-27,Science
696,Kenneth,Skinner,2001-01-15,2022-02-02,Computer Science
697,Anthony,Jones,2000-10-17,2014-09-03,Mathematics
698,Olivia,Case,1995-01-20,2016-01-26,History
699,John,Sellers,1995-08-27,2016-03-29,History
700,James,Nguyen,2002-03-22,2019-08-25,History
701,Loretta,Mckee,2001-09-29,2022-04-10,Mathematics
702,Kelly,Glenn,2004-01-06,2022-11-30,History
703,Mindy,Wood,2003-09-05,2020-08-12,Engineering
704,Juan,Mitchell,1997-02-02,2016-07-16,Art
705,Benjamin,Cook,2001-08-02,2024-04-12,Art
706,Amy,Mccarty,1997-09-27,2017-07-01,Art
707,Jonathan,Johnson,2004-08-02,2015-09-11,Mathematics
708,Hannah,Shah,1998-12-17,2019-01-09,History
709,April,Anderson,1996-09-23,2022-09-07,Science
710,Marissa,Garcia,1993-10-20,2024-08-21,Art
711,Alex,Ramirez,2004-04-04,2019-06-28,History
712,John,Clark,1993-09-12,2022-01-25,Mathematics
713,Christopher,Martin,2002-04-10,2017-05-27,Art
714,Kathleen,Ramsey,2005-08-20,2024-03-20,Mathematics
715,Carlos,Melendez,1999-04-19,2017-05-14,Art
716,Craig,Whitehead,1999-08-19,2020-05-25,Engineering
717,Michelle,Simmons,1998-11-10,2021-05-07,Engineering
718,Christopher,Brennan,1995-09-16,2019-07-04,Computer Science
719,Shannon,Cruz,2006-06-04,2018-11-29,History
720,Stephanie,Myers,2003-11-11,2023-12-15,Art
721,Ryan,Schneider,2002-04-02,2019-06-09,History
722,Karen,Hunter,2002-07-11,2023-04-01,History
723,Katrina,Kim,2001-09-09,2018-09-08,History
724,Ethan,Lucas,1997-12-13,2016-01-08,History
725,Clayton,Watkins,1994-02-23,2024-08-23,Mathematics
726,Lisa,Miller,2003-03-30,2024-03-19,Mathematics
727,Jennifer,Snyder,1996-08-07,2016-07-22,Computer Science
728,Katie,Diaz,1999-10-07,2016-09-05,History
729,Gregory,Houston,2006-06-09,2018-04-28,Computer Science
730,Brenda,Tanner,1994-04-20,2018-02-21,Engineering
731,Theresa,Wilson,1996-11-27,2015-06-01,Engineering
732,Bruce,Morgan,1999-11-07,2020-07-19,History
733,Jason,Schmidt,2002-10-04,2024-07-04,Science
734,Brandon,Young,1993-10-30,2016-06-29,Mathematics
735,William,Brooks,1995-11-12,2017-11-11,Mathematics
736,Mary,Vance,1998-05-20,2022-03-18,Science
737,Barbara,Donovan,2002-11-19,2020-10-28,Science
738,Heather,Hernandez,2005-04-02,2021-06-01,Science
739,Courtney,Gutierrez,1996-10-09,2021-04-17,Art
740,Thomas,Russell,1999-09-16,2021-10-17,Computer Science
741,Chelsey,Roth,2001-08-18,2019-09-04,Mathematics
742,Karen,Hudson,2003-11-13,2021-09-22,Art
743,Juan,Phillips,1999-12-03,2020-01-26,Engineering
744,Julia,Taylor,2000-01-04,2015-09-20,Computer Science
745,Elizabeth,Keller,1995-01-29,2016-09-01,History
746,William,Mitchell,2005-06-13,2015-06-05,Engineering
747,Ryan,Compton,2000-02-15,2015-08-24,Engineering
748,Steven,Bender,2000-11-21,2022-12-04,Art
749,Pamela,Jackson,1997-12-23,2019-06-12,Art
750,Cynthia,Thomas,2004-05-06,2016-04-15,Computer Science
751,Heather,Thomas,1998-12-12,2016-03-14,Art
752,Sara,Smith,1997-10-27,2020-06-24,Engineering
753,Lori,Welch,1995-11-28,2015-09-09,Mathematics
754,Robert,Aguilar,2006-03-02,2016-03-07,Engineering
755,William,Garcia,1995-02-13,2022-09-26,History
756,Joseph,Gillespie,2002-11-03,2019-10-21,History
757,Kristine,Rodriguez,1997-02-14,2019-02-11,Computer Science
758,Kevin,Ramos,1996-07-14,2019-05-26,Science
759,Teresa,Jones,1997-06-03,2017-09-17,Mathematics
760,Greg,Morgan,2005-05-26,2018-01-19,Science
761,Jenna,Henry,1996-02-24,2021-10-15,Science
762,Justin,Chavez,2006-08-28,2022-10-09,Art
763,Mary,Yates,2006-06-05,2015-08-14,Art
764,Katherine,Hensley,2000-04-24,2021-04-01,History
765,Jenna,Blair,1997-01-09,2022-01-31,Computer Science
766,Patricia,Cook,1995-08-19,2020-10-13,Art
767,Christina,Martinez,2002-01-18,2022-09-23,Mathematics
768,Matthew,Avila,2001-08-28,2020-06-26,Mathematics
769,Matthew,Brady,2002-04-27,2019-04-01,History
770,Tina,Stewart,2003-06-06,2021-03-13,Engineering
771,Jessica,Weeks,1994-10-11,2020-10-21,Computer Science
772,Aaron,Miller,2004-08-10,2020-09-29,Engineering
773,Nicholas,Oneill,2005-09-08,2016-07-18,Computer Science
774,Sarah,Garcia,2003-01-26,2020-11-28,Computer Science
775,Yesenia,West,2002-02-12,2016-08-14,Science
776,Ian,Reilly,1997-09-10,2022-03-08,Computer Science
777,Travis,Jordan,2005-12-30,2018-01-12,Science
778,Shelby,Sweeney,1999-11-19,2015-11-18,Art
779,Joseph,Hawkins,2002-09-25,2016-01-22,Computer Science
780,Michael,Yang,2000-01-01,2019-04-02,Science
781,Melissa,Lewis,1995-05-13,2021-06-12,Mathematics
782,Rita,James,2005-11-30,2023-09-05,History
783,Reginald,Johnson,2000-05-07,2021-02-28,Computer Science
784,Joseph,Green,1999-08-21,2021-10-01,Art
785,James,Smith,2006-08-24,2020-11-02,Computer Science
786,Paul,Jackson,1994-01-05,2023-12-12,Computer Science
787,Colleen,Ramirez,2002-02-08,2018-11-06,Science
788,Jaime,Vance,2000-02-18,2022-09-16,Art
789,James,Sanchez,1998-11-26,2019-10-11,Engineering
790,Teresa,Jackson,1998-02-18,2020-02-29,Mathematics
791,Micheal,Salazar,1996-10-22,2024-03-03,Computer Science
792,Sally,Romero,1999-05-27,2015-04-12,Art
793,Russell,Torres,1995-05-07,2020-04-30,Computer Science
794,Wendy,Taylor,2002-04-10,2023-06-11,Science
795,Patricia,Lester,1995-12-22,2016-02-07,Art
796,Robert,Collins,2004-09-11,2022-05-18,History
797,Grant,Gonzales,1999-03-10,2019-03-02,History
798,Katherine,Pearson,2001-04-22,2020-10-31,Computer Science
799,Kyle,Smith,1995-04-27,2019-09-22,Engineering
800,Carol,Alvarado,2000-08-18,2022-03-16,Mathematics
801,John,Spencer,2005-03-07,2021-11-27,Computer Science
802,Michelle,Johnson,1998-03-21,2016-12-04,Engineering
803,Peggy,Davis,1995-10-17,2014-09-02,Computer Science
804,Ruth,Johnson,2003-08-30,2023-11-12,Engineering
805,Paul,Ferguson,1997-07-10,2022-01-21,Computer Science
806,Arthur,Kennedy,2000-05-23,2023-01-28,History
807,Jeremy,Jones,1994-04-05,2015-09-21,Engineering
808,Tony,Garcia,2002-06-02,2014-09-24,Mathematics
809,Lisa,Roach,2004-03-06,2023-05-23,Mathematics
810,John,Murphy,2004-06-25,2022-02-21,Computer Science
811,Joshua,Jordan,2005-03-30,2023-12-15,Art
812,Michael,Nelson,2006-01-14,2018-04-06,History
813,Shannon,Simpson,2005-08-18,2016-07-06,Computer Science
814,John,Moore,2002-09-05,2018-12-03,Computer Science
815,Robert,Ball,1995-03-04,2017-12-01,History
816,Michael,Warner,1999-01-03,2022-12-19,Art
817,Tara,Burnett,1997-03-02,2017-08-28,Science
818,Mary,Martinez,2000-02-27,2023-09-02,Science
819,Jessica,Heath,2000-01-15,2017-06-04,Art
820,Anne,Kelly,1999-02-06,2021-10-11,Computer Science
821,Andrew,Miller,1998-06-17,2016-04-27,Art
822,Patricia,Parker,1997-12-28,2023-09-29,Computer Science
823,Kimberly,Odonnell,1997-03-01,2016-12-22,Computer Science
824,Michael,Ware,2001-07-01,2021-12-21,Engineering
825,Morgan,Collins,2004-08-31,2019-02-19,Mathematics
826,David,Townsend,1998-07-28,2022-10-17,Mathematics
827,Justin,Copeland,2002-02-07,2022-01-26,Mathematics
828,Kathleen,Gibson,1996-01-19,2017-03-20,History
829,Stephanie,Moran,2004-02-11,2016-02-09,Engineering
830,Brittany,Harding,1994-06-06,2019-02-14,Mathematics
831,Michael,Richardson,1994-07-29,2021-10-25,Engineering
832,Leah,Stafford,1997-11-11,2015-01-09,Science
833,Derrick,Gray,2001-01-31,2018-04-05,Computer Science
834,Beth,Bullock,1997-03-28,2019-07-28,Mathematics
835,Angela,Carter,2003-07-12,2015-10-07,Art
836,Douglas,Baker,1998-06-20,2017-09-04,Art
837,Cynthia,Wilkerson,1995-08-06,2016-03-22,Computer Science
838,Christopher,Marks,2004-06-06,2020-06-23,History
839,Rachel,Davies,2006-07-31,2022-05-13,Art
840,Thomas,Perry,1995-07-11,2019-01-05,Computer Science
841,Joseph,Byrd,1999-04-20,2016-09-09,History
842,David,Clark,2003-07-22,2020-10-22,History
843,Nancy,Brown,2004-08-02,2015-03-04,Mathematics
844,Ruben,Adams,2002-08-21,2017-10-01,Art
845,Donald,Murphy,1997-02-01,2016-05-02,Art
846,Thomas,Allen,2001-09-22,2015-04-26,Science
847,Joseph,Cole,1995-03-16,2020-06-12,Computer Science
848,Victoria,Valdez,2003-12-19,2023-02-07,History
849,Tyler,Hunter,1997-01-05,2015-10-24,Art
850,Jennifer,Hudson,2002-09-03,2022-07-31,History
851,Tracy,Cooper,1999-03-28,2015-08-30,Science
852,Michael,Lopez,2002-03-27,2018-01-16,History
853,Jennifer,Parker,2005-11-30,2017-12-24,Art
854,Michael,Figueroa,1993-12-12,2015-07-29,Science
855,Christopher,Nielsen,2000-09-27,2015-11-09,Art
856,Kelly,Dixon,1995-09-26,2016-08-18,Computer Science
857,Vanessa,Sims,2001-02-08,2018-07-07,History
858,Gregory,Vaughan,1995-12-26,2022-06-01,Computer Science
859,Tracey,Foster,1998-06-14,2015-04-19,Mathematics
860,Jack,Harrington,1999-05-28,2022-02-02,Mathematics
861,Tina,Williamson,1997-10-14,2015-10-31,History
862,Shawn,Thompson,1998-03-24,2021-11-02,Art
863,Patrick,Anderson,1999-10-15,2019-07-14,History
864,Steven,Thompson,2002-08-23,2024-02-20,Computer Science
865,Elizabeth,Rodgers,2002-07-16,2018-05-30,Engineering
866,Brandon,Cooper,1995-12-02,2015-12-23,Science
867,Lee,Young,1999-05-05,2021-01-07,Engineering
868,Victoria,Jones,2002-02-26,2016-11-01,Computer Science
869,Jennifer,Pruitt,2000-01-30,2014-11-26,Mathematics
870,Jason,Gonzales,2005-03-04,2016-08-09,Engineering
871,Christina,James,2005-08-18,2020-12-14,Art
872,Eric,Howard,1995-04-24,2019-08-26,Computer Science
873,Catherine,Hill,2003-02-13,2021-05-05,Science
874,Ricky,Gutierrez,2005-04-26,2022-01-21,Art
875,Kim,Riley,1998-04-25,2021-07-26,Engineering
876,Teresa,Gregory,2006-01-13,2020-04-09,Mathematics
877,Willie,Brown,1994-06-10,2014-10-11,Engineering
878,William,Munoz,1998-06-08,2018-09-13,Engineering
879,Mark,Jones,2001-04-20,2018-10-18,Art
880,Matthew,Colon,2002-04-26,2023-03-22,Engineering
881,Kenneth,Jones,1994-12-22,2023-11-19,Computer Science
882,Frank,Anderson,2003-10-30,2018-02-01,Art
883,Lisa,Gonzales,1995-07-05,2020-09-08,Mathematics
884,Taylor,Jackson,1998-02-19,2019-11-22,Computer Science
885,Justin,Banks,2000-07-09,2018-07-19,Computer Science
886,Emily,Martinez,2004-02-04,2017-09-23,Art
887,Shawna,Wilson,2001-01-06,2018-09-07,Computer Science
888,Lee,Montgomery,1997-11-09,2014-10-09,History
889,Shannon,Becker,2004-06-30,2019-09-12,Art
890,Aaron,Cameron,1997-12-09,2015-02-12,Engineering
891,Caitlin,Clark,1998-03-25,2015-09-15,History
892,Brittany,Bond,1995-04-27,2024-04-26,Art
893,Patricia,Wheeler,1996-12-23,2020-12-21,Computer Science
894,Rebekah,David,2003-05-29,2024-08-28,Mathematics
895,Jamie,Parker,2005-02-05,2021-06-08,Art
896,Jennifer,Ross,1996-09-24,2023-10-15,Art
897,Linda,Clark,1999-09-08,2021-08-05,Computer Science
898,Francisco,Snyder,2004-12-19,2020-05-09,Engineering
899,Jose,Stephenson,2002-10-05,2022-11-02,Art
900,Luis,Evans,1998-06-30,2015-09-01,Mathematics
901,Ryan,Pearson,2001-07-09,2021-01-26,Computer Science
902,Gary,Hill,2002-11-21,2016-06-05,Art
903,Melinda,Young,2004-08-13,2019-03-28,History
904,Kristina,Williams,1996-12-25,2018-10-28,Science
905,Melissa,Mosley,2000-12-02,2024-02-11,Art
906,Ronald,Oneal,2001-03-22,2021-06-10,Mathematics
907,Tammy,Madden,2002-02-12,2015-03-19,Computer Science
908,Melinda,Mitchell,1995-04-24,2021-09-12,Computer Science
909,Stephen,Foster,1994-10-05,2015-09-27,Engineering
910,Douglas,Dickerson,1998-12-24,2021-05-09,Mathematics
911,Joseph,Jones,2002-01-11,2019-11-02,Engineering
912,Matthew,Scott,1999-09-25,2018-04-26,Art
913,Jonathan,Moran,1994-07-25,2020-02-02,Science
914,Tiffany,Berg,2001-03-28,2018-08-07,Art
915,Teresa,Miller,1997-08-15,2022-02-02,Art
916,Mary,Rodriguez,1994-12-18,2022-07-21,Engineering
917,Bobby,Williams,2001-06-15,2018-03-23,Science
918,Sarah,Simmons,2004-06-25,2018-09-22,Engineering
919,Michelle,Williams,1998-09-01,2016-01-03,Engineering
920,Nicholas,Hopkins,1997-07-01,2023-10-29,Mathematics
921,Stephanie,Cole,2006-05-17,2016-01-13,Science
922,Caroline,Rodriguez,2003-03-27,2022-10-20,Engineering
923,Jacqueline,Mclean,1999-07-17,2022-08-23,Art
924,Deborah,Waters,1993-12-20,2018-06-19,Computer Science
925,Heather,Porter,2001-10-29,2022-04-27,Science
926,Curtis,Hernandez,1997-12-27,2016-12-03,Science
927,Jimmy,Compton,2002-04-05,2015-03-16,Engineering
928,Aaron,Wells,2006-07-28,2020-07-31,Science
929,Sabrina,Russell,2000-03-15,2023-07-22,Art
930,Andrea,Mcintyre,1998-02-09,2023-05-09,Computer Science
931,Kimberly,Jackson,2000-11-03,2024-01-12,Science
932,Crystal,Scott,2003-03-26,2014-09-13,Mathematics
933,Nicholas,Carter,2006-04-22,2018-03-29,History
934,Maria,Lutz,2005-03-24,2017-04-26,Art
935,Reginald,Young,2000-05-01,2017-03-10,Art
936,Christopher,Stanley,2006-08-13,2017-09-04,History
937,John,Atkinson,2004-08-16,2021-06-20,Engineering
938,Kimberly,Mckenzie,1995-06-18,2015-04-30,Science
939,Victor,Park,1999-09-12,2024-06-20,Mathematics
940,Tyler,Phillips,1999-07-09,2020-01-25,Engineering
941,Charles,Clark,2004-07-07,2015-03-28,Computer Science
942,Tyler,Simpson,1994-11-22,2018-01-05,Computer Science
943,Jessica,Jackson,2004-02-04,2018-06-30,Science
944,Jennifer,Thomas,1999-09-16,2023-01-10,Computer Science
945,Rebecca,Smith,2000-07-05,2023-10-22,Engineering
